Name,Ingredients,Instructions,nutr_per_ingredient,quantity,unit,weight_per_ingr,Total Time,Calories
Easy Cinnamon Fudge,"['sugars, granulated', 'cocoa, dry powder, unsweetened', 'spices, cinnamon, ground', 'butter, without salt', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'vanilla extract', 'nuts, walnuts, english']","['Line an 8x8 inch baking pan with aluminum foil, allowing foil to hang over the edges.', 'Grease the foil.', ""In a medium bowl combine confectioners' sugar, cocoa and cinnamon."", 'Heat butter and milk in a medium saucepan over medium heat.', 'When butter is melted stir in vanilla.', 'Remove from heat and stir in sugar mixture and walnuts.', 'Pour into prepared pan.', 'Refrigerate for 1 hour, or until firm.', 'Lift foil out of pan.', 'Cut fudge into 2 inch squares, and then cut in half diagonally to make triangles.']","[{'fat': 0.0, 'nrg': 2304.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 603.36}, {'fat': 141.35999999999999, 'nrg': 2352.0, 'pro': 202.32, 'sat': 83.28, 'sod': 216.0, 'sug': 18.0}, {'fat': 0.36, 'nrg': 72.0, 'pro': 1.2000000000000002, 'sat': 0.108, 'sod': 0.0, 'sug': 0.72}, {'fat': 2211.84, 'nrg': 19584.0, 'pro': 23.04, 'sat': 1376.4479999999999, 'sod': 384.0, 'sug': 1.92}, {'fat': 33.18, 'nrg': 1428.0, 'pro': 115.08000000000001, 'sat': 21.63, 'sod': 1498.0, 'sug': 177.66}, {'fat': 0.0, 'nrg': 18.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.795}, {'fat': 76.3, 'nrg': 765.0, 'pro': 17.82, 'sat': 7.167, 'sod': 2.0, 'sug': 3.05}]","['3', '12', '12', '12', '14', '1 1/2', '1']","['cup', 'cup', 'teaspoon', 'cup', 'cup', 'teaspoon', 'cup']","[604.8000000000001, 1032.0, 31.200000000000003, 2726.3999999999996, 3416.0, 6.300000000000001, 117.0]",60.0,26523.0
Almond Popcorn Crunch,"['sugars, granulated', 'sugars, brown', 'syrups, corn, light', 'water, bottled, generic', 'salt, table', 'nuts, almonds', 'butter, without salt', 'snacks, popcorn, air-popped (unsalted)']","['Butter a large bowl.', 'In a quart saucepan, combine sugars, syrup, water and salt.', 'Cook to 235 degrees on a candy thermometer.', 'Add almonds; cook to 250 degrees stirring occasionally.', 'Continue cooking to 295 degrees, stirring occasionally.', 'Add butter; stir until melted and completely blended into the syrup mixture.', 'Remove from heat.', 'Add half the popcorn.', 'Stir syrup up from the bottom of the pan, coating corn well.', 'Pour remaining popcorn into the buttered bowl.', 'Pour mixture over the popcorn in the bowl; stir until all corn is covered and almonds are evenly distributed.', 'Spread mixture onto a cold buttered surface; break apart with a fork.']","[{'fat': 0.0, 'nrg': 1536.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 402.24000000000007}, {'fat': 0.0, 'nrg': 528.0, 'pro': 0.0, 'sat': 0.0, 'sod': 48.0, 'sug': 139.68}, {'fat': 23.12, 'nrg': 32810.0, 'pro': 0.0, 'sat': 0.0, 'sod': 7174.0, 'sug': 8900.86}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 10.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 6975.0, 'sug': 0.0}, {'fat': 178.5, 'nrg': 2070.0, 'pro': 75.6, 'sat': 13.592500000000001, 'sod': 2.5, 'sug': 15.549999999999999}, {'fat': 2211.84, 'nrg': 19584.0, 'pro': 23.04, 'sat': 1376.4479999999999, 'sod': 384.0, 'sug': 1.92}, {'fat': 4.08, 'nrg': 372.0, 'pro': 11.52, 'sat': 0.552, 'sod': 0.0, 'sug': 0.0}]","['2', '1', '34', '1 1/4', '1', '2 1/2', '12', '3']","['cup', 'cup', 'cup', 'cup', 'tablespoon', 'cup', 'cup', 'quart']","[403.20000000000005, 144.0, 11594.0, 296.0, 18.0, 357.5, 2726.3999999999996, 96.0]",,56900.0
Emeril's Creole Seasoning (Essence),"['spices, paprika', 'salt, table', 'spices, garlic powder', 'spices, pepper, black', 'spices, onion powder', 'spices, pepper, red or cayenne', 'spices, oregano, dried', 'spices, thyme, dried']",['Combine all ingredients thoroughly and store in an airtight jar or container.'],"[{'fat': 2.25, 'nrg': 45.0, 'pro': 2.4750000000000005, 'sat': 0.3675, 'sod': 15.0, 'sug': 1.8}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 13950.0, 'sug': 0.0}, {'fat': 0.12000000000000001, 'nrg': 60.0, 'pro': 3.06, 'sat': 0.048, 'sod': 12.0, 'sug': 0.48000000000000004}, {'fat': 0.21000000000000002, 'nrg': 18.0, 'pro': 0.72, 'sat': 0.096, 'sod': 0.0, 'sug': 0.030000000000000002}, {'fat': 0.060000000000000005, 'nrg': 24.0, 'pro': 0.75, 'sat': 0.015000000000000001, 'sod': 6.0, 'sug': 0.48000000000000004}, {'fat': 0.93, 'nrg': 18.0, 'pro': 0.66, 'sat': 0.177, 'sod': 3.0, 'sug': 0.5700000000000001}, {'fat': 0.12000000000000001, 'nrg': 9.0, 'pro': 0.27, 'sat': 0.048, 'sod': 0.0, 'sug': 0.12000000000000001}, {'fat': 0.21000000000000002, 'nrg': 9.0, 'pro': 0.27, 'sat': 0.081, 'sod': 3.0, 'sug': 0.060000000000000005}]","['2 1/2', '2', '2', '1', '1', '1', '1', '1']","['tablespoon', 'tablespoon', 'tablespoon', 'tablespoon', 'tablespoon', 'tablespoon', 'tablespoon', 'tablespoon']","[17.25, 36.0, 18.6, 6.8999999999999995, 7.2, 5.4, 3.0, 3.0]",,183.0
Succotash,"['beans, snap, green, raw', 'spices, pepper, black', 'butter, without salt', 'corn, sweet, white, raw', 'cream, whipped, cream topping, pressurized', 'salt, table']","['Cook beans until tender.', 'Add the corn pulp and cook for 5 minutes once it starts boiling.', 'Add butter and seasonings.', 'If there is enough liquid with the beans, the cream may be omitted.']","[{'fat': 0.22, 'nrg': 31.0, 'pro': 1.83, 'sat': 0.05, 'sod': 6.0, 'sug': 3.26}, {'fat': 0.98, 'nrg': 84.0, 'pro': 3.36, 'sat': 0.44799999999999995, 'sod': 0.0, 'sug': 0.13999999999999999}, {'fat': 34.56, 'nrg': 306.0, 'pro': 0.36, 'sat': 21.506999999999998, 'sod': 6.0, 'sug': 0.03}, {'fat': 2.73, 'nrg': 198.0, 'pro': 7.4399999999999995, 'sat': 0.42000000000000004, 'sod': 34.5, 'sug': 7.4399999999999995}, {'fat': 9.9975, 'nrg': 115.5, 'pro': 1.44, 'sat': 6.22425, 'sod': 3.75, 'sug': 3.5999999999999996}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 79050.0, 'sug': 0.0}]","['1', '14', '3', '1 1/2', '1/4-1/2', '34']","['cup', 'teaspoon', 'tablespoon', 'cup', 'cup', 'teaspoon']","[100.0, 32.199999999999996, 42.599999999999994, 231.0, 45.0, 203.99999999999997]",5.0,734.5
Wasabi Fish Cake Medley,"['sauce, fish, ready-to-serve', 'wasabi, root, raw', 'soy sauce made from soy (tamari)', 'salt, table', 'salt, table', 'rice, white, long-grain, regular, unenriched, cooked without salt']","['Cut the fish cake into small dice.', 'Combine with the wasabi, soy sauce, sake and salt.', 'Fold the fish mixture into the rice.']","[{'fat': 0.00283495, 'nrg': 9.922324999999999, 'pro': 1.4344846999999998, 'sat': 0.000850485, 'sod': 2225.7192450000002, 'sug': 1.0319218000000001}, {'fat': 0.017083333333333332, 'nrg': 2.958333333333333, 'pro': 0.13, 'sat': 0.0, 'sod': 0.4583333333333333, 'sug': 0.0}, {'fat': 0.08, 'nrg': 44.0, 'pro': 7.56, 'sat': 0.008, 'sod': 4020.0, 'sug': 1.24}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 27900.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 27900.0, 'sug': 0.0}, {'fat': 0.7144074000000001, 'nrg': 331.68915, 'pro': 6.86341395, 'sat': 0.19646203499999998, 'sod': 2.5514550000000003, 'sug': 0.12757275}]","['1', '1', '12', '12', '12', '9']","['ounce', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'ounce']","[28.3495, 2.708333333333333, 72.0, 72.0, 72.0, 255.1455]",,388.5698083333333
Candied Peach Sweet Potatoes,"['sweet potato, raw, unprepared', 'sugars, brown', 'butter, without salt', 'candies, marshmallows', 'spices, ginger, ground', 'peaches, yellow, raw']","['Preheat oven 375.', 'Slice up sweet potatoes.', 'In a 1 qt casserole, layer half the potatoes, half the brown sugar mixture, half the butter, half the peaches.', 'Repeat layers.', 'Bake uncovered in a 375 degree oven for 30-35 min or until potatoes are glazed.', 'Spoon liquid over potatoes once or twice.', 'Sprinkle with nuts and marshmallows and bake for 5 more minutes.', 'Makes 4 servings.', 'I normally double this.', '1/4 - 1/2 cup chopped nuts (optional).']","[{'fat': 0.2551455, 'nrg': 438.85026, 'pro': 8.011568700000002, 'sat': 0.09185238, 'sod': 280.66005, 'sug': 21.330163799999998}, {'fat': 0.0, 'nrg': 99.0, 'pro': 0.0, 'sat': 0.0, 'sod': 9.0, 'sug': 26.19}, {'fat': 11.52, 'nrg': 102.0, 'pro': 0.12, 'sat': 7.169, 'sod': 2.0, 'sug': 0.01}, {'fat': 0.07500000000000001, 'nrg': 119.25, 'pro': 0.675, 'sat': 0.021, 'sod': 30.0, 'sug': 21.585}, {'fat': 1.44, 'nrg': 108.0, 'pro': 2.88, 'sat': 0.8460000000000001, 'sod': 0.0, 'sug': 1.08}, {'fat': 0.6201453124999999, 'nrg': 96.74266874999999, 'pro': 2.2573289375, 'sat': 0.04713104375, 'sod': 0.0, 'sug': 20.8120766875}]","['18', '3', '1', '1/4-1/2', '18', '8 3/4']","['ounce', 'tablespoon', 'tablespoon', 'cup', 'teaspoon', 'ounce']","[510.291, 27.0, 14.2, 37.5, 32.400000000000006, 248.058125]",,963.8429287499999
Fourth of July Red White and Blue Fudge!!!,"['spartan, real semi-sweet chocolate baking chips, upc: 011213162966', 'milk, canned, condensed, sweetened', 'nuts, almonds', 'cranberries, dried, sweetened', 'blueberries, raw', 'orange juice, raw']","['Line 8-inch square pan with foil, with ends of foil extending over sides of pan; set aside.', 'Microwave chocolate and milk in large microwavaeble bowl on HIGH 2 to 3 minutes or until chocolate is almost melted; stir until chocolate is completely melted.', 'Add almonds, blueberries, cranberries and orange peel; stir until well blended.', 'Spread chocolate mixture into prepared pan.', 'Refrigerate 2 hours or until firm.', 'Lift fudge from pan, using foil handles.', 'Cut into 48 pieces.', 'Store in tightly covered container in refrigerator up to 3 weeks.', '(Do not freeze.', ').']","[{'fat': 90.72973979999999, 'nrg': 1588.7059799999997, 'pro': 22.690939799999995, 'sat': 56.7103398, 'sod': 0.0, 'sug': 181.42546019999997}, {'fat': 903.04, 'nrg': 33456.0, 'pro': 821.44, 'sat': 570.1120000000001, 'sod': 13328.0, 'sug': 5652.16}, {'fat': 71.4, 'nrg': 828.0, 'pro': 30.24, 'sat': 5.437, 'sod': 1.0, 'sug': 6.22}, {'fat': 24.64, 'nrg': 6888.0, 'pro': 3.9200000000000004, 'sat': 1.9600000000000002, 'sod': 112.0, 'sug': 1625.12}, {'fat': 6.859999999999999, 'nrg': 1176.0, 'pro': 15.400000000000002, 'sat': 0.5740000000000001, 'sod': 14.0, 'sug': 206.36}, {'fat': 0.03125, 'nrg': 7.0, 'pro': 0.10875, 'sat': 0.00375, 'sod': 0.125, 'sug': 1.301875}]","['12', '34', '1', '14', '14', '1']","['ounce', 'cup', 'cup', 'cup', 'cup', 'tablespoon']","[340.19399999999996, 10390.400000000001, 143.0, 2240.0, 2072.0, 15.5]",123.0,43943.70598
Pastificio Piemontese Salsa Con Le Noci Per Ravioli,"['nuts, walnuts, english', 'butter, without salt', 'salt, table', 'cheese, parmesan, hard']","['Cook pasta.', 'Grind walnuts in food processor.', 'Toss pasta with walnuts, butter (it will melt in the hot pasta.)', 'and salt and serve.']","[{'fat': 915.5999999999999, 'nrg': 9180.0, 'pro': 213.84, 'sat': 86.00399999999999, 'sod': 24.0, 'sug': 36.599999999999994}, {'fat': 115.19999999999999, 'nrg': 1020.0, 'pro': 1.2, 'sat': 71.69, 'sod': 20.0, 'sug': 0.1}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 145.08, 'sug': 0.0}, {'fat': 117.16281359999998, 'nrg': 1778.08064, 'pro': 162.15913999999998, 'sat': 74.4344472, 'sod': 6241.42592, 'sug': 3.628736}]","['12', '4-6', '1', '1']","['cup', 'tablespoon', 'pinch', 'pound']","[1404.0, 142.0, 0.37439999999999996, 453.592]",,11978.08064
Sweet Potato Fries,"['sweet potato, raw, unprepared', 'marketside, balsamic vinaigrette dressing, upc: 681131070317', 'cheese, parmesan, hard', 'parsley, fresh']","['Heat oven to 425 degrees F.', 'Spread potatoes onto bottom of 15x10x1-inch pan sprayed with cooking spray.', 'Bake 40 min., turning occasionally and drizzling with dressing after 35 min.', 'Add cheese and parsley; toss to coat.']","[{'fat': 0.226796, 'nrg': 390.08912, 'pro': 7.121394400000001, 'sat': 0.08164655999999999, 'sod': 249.47560000000001, 'sug': 18.960145599999997}, {'fat': 10.0, 'nrg': 110.0, 'pro': 0.0, 'sat': 1.5, 'sod': 150.0, 'sug': 4.0}, {'fat': 4.800466619792938, 'nrg': 72.1874679668111, 'pro': 6.641247052946621, 'sat': 3.0499205215977687, 'sod': 256.2655112821794, 'sug': 0.1443749359336222}, {'fat': 0.029375, 'nrg': 1.375, 'pro': 0.11125, 'sat': 0.0049375, 'sod': 2.125, 'sug': 0.031875}]","['1', '2', '2', '1']","['pound', 'tablespoon', 'tablespoon', 'tablespoon']","[453.592, 30.0, 18.588273001453857, 3.75]",,573.6515879668111
Hot Chocolate,"['sugars, granulated', 'cocoa, dry powder, unsweetened', 'water, bottled, generic', 'salt, table', 'milk, fluid, 1% fat, without added vitamin a and vitamin d']","['Whisk sugar, cocoa, water and salt together over medium heat for 1-2 minutes.', 'Add milk and heat until warm.']","[{'fat': 0.0, 'nrg': 9216.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 2413.44}, {'fat': 141.35999999999999, 'nrg': 2352.0, 'pro': 202.32, 'sat': 83.28, 'sod': 216.0, 'sug': 18.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 96.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 290.625, 'sug': 0.0}, {'fat': 9.48, 'nrg': 408.0, 'pro': 32.88, 'sat': 6.18, 'sod': 428.0, 'sug': 50.76}]","['12', '12', '12', '1', '4']","['cup', 'cup', 'cup', 'dash', 'cup']","[2419.2000000000003, 1032.0, 2841.6000000000004, 0.75, 976.0]",2.0,11976.0
Hashed Browns,"['potatoes, raw, skin', 'onions, raw', 'salt, table', 'spices, pepper, black', 'margarine, regular, 80% fat, composite, stick, without salt', 'oil, olive, salad or cooking']","['Prepare and boil potatoes (shred enough to measure 4 cups).', 'Toss potatoes, onions, salt and pepper.', 'Heat margarine and oil in 10-inch skillet until margarine is melted.', 'Pack potato mixture firmly in skillet, leave space around edge.', 'Cook low until brown, 10-15 minutes.', 'Cut potato mixture into fourths turn.', 'Add 1 tablespoon vegetable oil (optional).', 'Cook until bottom browns, 12-15 minutes longer.']","[{'fat': 0.6803879999999999, 'nrg': 394.6250399999999, 'pro': 17.485971599999996, 'sat': 0.17690087999999995, 'sod': 68.0388, 'sug': 0.0}, {'fat': 0.02, 'nrg': 8.0, 'pro': 0.22, 'sat': 0.008375, 'sod': 0.75, 'sug': 0.8475}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 27900.0, 'sug': 0.0}, {'fat': 1.2600000000000002, 'nrg': 108.0, 'pro': 4.32, 'sat': 0.5760000000000001, 'sod': 0.0, 'sug': 0.18}, {'fat': 22.92, 'nrg': 204.0, 'pro': 0.04, 'sat': 4.314, 'sod': 0.0, 'sug': 0.0}, {'fat': 27.0, 'nrg': 238.0, 'pro': 0.0, 'sat': 3.728, 'sod': 0.0, 'sug': 0.0}]","['1 1/2', '2', '12', '18', '2', '2']","['pound', 'tablespoon', 'teaspoon', 'teaspoon', 'tablespoon', 'tablespoon']","[680.3879999999999, 20.0, 72.0, 41.4, 28.4, 27.0]",30.0,952.6250399999999
Amaranth Bread Recipe,"['water, bottled, generic', 'wheat flour, white, all-purpose, unenriched', 'butter, without salt', 'wheat flours, bread, unenriched', 'sugars, granulated', 'milk, buttermilk, fluid, cultured, lowfat', 'salt, table', ""leavening agents, yeast, baker's, active dry""]",['The Bread Machine Cookbook - Donna German'],"[{'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 13.333333333333332, 'sug': 0.0}, {'fat': 0.82, 'nrg': 303.3333333333333, 'pro': 8.606666666666666, 'sat': 0.12933333333333333, 'sod': 1.3333333333333333, 'sug': 0.22666666666666668}, {'fat': 46.08, 'nrg': 408.0, 'pro': 0.48, 'sat': 28.676, 'sod': 8.0, 'sug': 0.04}, {'fat': 7.566666666666667, 'nrg': 1650.0, 'pro': 54.7, 'sat': 1.1133333333333335, 'sod': 10.0, 'sug': 1.4}, {'fat': 0.0, 'nrg': 64.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 16.76}, {'fat': 0.54, 'nrg': 24.5, 'pro': 2.0275, 'sat': 0.33575, 'sod': 116.5, 'sug': 2.935}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 3100.0, 'sug': 0.0}, {'fat': 0.75, 'nrg': 32.5, 'pro': 4.05, 'sat': 0.1, 'sod': 5.0, 'sug': 0.0}]","['1 2/3', '2/3', '1/4', '3 1/3', '1 1/3', '1/4', '1 1/3', '2 1/2']","['cup', 'cup', 'cup', 'cup', 'tablespoon', 'cup', 'teaspoon', 'teaspoon']","[394.66666666666663, 83.33333333333333, 56.8, 456.6666666666667, 16.8, 61.25, 8.0, 10.0]",,2482.3333333333335
Crispy Caramelized Shallot,"['shallots, raw', 'oil, canola']","['To ensure that the shallot slices crisp up, you must first remove some excess moisture.', 'Using your fingers, separate the slices into individual layers, depositing them on a paper towel.', 'Gather up the paper towel and gently blot away the moisture.', 'Set near the stove.', 'In a 10-inch skillet, heat the oil over medium-low heat.', 'Add the shallot and fry gently, stirring occasionally to ensure even cooking.', 'After 5 to 6 minutes, when the shallot is fragrant and lightly golden, watch the progress closely, moving the shallot slices frequently by stirring them or swirling the pan.', 'During frying, the shallot will soften into a mass and then stiffen as it caramelizes and crisps.', 'When most of the slices are a rich golden brown, remove the pan from the heat.', 'The total cooking time should be about 10 minutes.', 'Using a slotted spoon, transfer the shallot slices to a paper towellined plate, spreading them out in a single layer.', 'Discard the fragrant oil or reserve it for other uses.', 'When the shallot slices have cooled, crisped, and darkened slightly, transfer them to a small bowl or plate.', 'Left uncovered at room temperature, they will retain their crispiness for a good 8 hours.', 'Even if they no longer rustle when you shake them, they are still tasty.']","[{'fat': 0.08, 'nrg': 56.0, 'pro': 2.0, 'sat': 0.016, 'sod': 8.0, 'sug': 6.32}, {'fat': 42.0, 'nrg': 372.0, 'pro': 0.0, 'sat': 3.093, 'sod': 0.0, 'sug': 0.0}]","['1/2', '3']","['cup', 'tablespoon']","[80.0, 42.0]",496.0,428.0
Crock-Style Beans,"['water, bottled, generic', 'beans, snap, green, raw', 'pork, fresh, loin, tenderloin, separable lean only, raw', 'onions, raw', 'molasses', 'sugars, brown', 'mustard, prepared, yellow']","['In saucepan bring water and beans to boiling; reduce heat and simmer, covered, 1 1/2 hours.', 'Remove from heat and pour into bowl; cover and chill.', 'Drain beans; reserve 1 cup liquid.', 'Transfer beans and reserved liquid to crockery cooker.', 'Stir in pork, onion, molasses, brown sugar, and mustard.', 'Cover; cook on low heat setting for 12 to 14 hours.', 'Stir.', 'Makes 6 servings.']","[{'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 64.0, 'sug': 0.0}, {'fat': 0.9979024000000001, 'nrg': 140.61352, 'pro': 8.3007336, 'sat': 0.226796, 'sod': 27.215519999999998, 'sug': 14.787099199999998}, {'fat': 2.4607366, 'nrg': 123.60382, 'pro': 23.756881, 'sat': 0.7915180399999999, 'sod': 60.10094, 'sug': 0.0}, {'fat': 0.16, 'nrg': 64.0, 'pro': 1.76, 'sat': 0.067, 'sod': 6.0, 'sug': 6.78}, {'fat': 0.17, 'nrg': 488.5, 'pro': 0.0, 'sat': 0.0305, 'sod': 62.5, 'sug': 125.905}, {'fat': 0.0, 'nrg': 132.0, 'pro': 0.0, 'sat': 0.0, 'sod': 12.0, 'sug': 34.92}, {'fat': 0.17, 'nrg': 3.0, 'pro': 0.18999999999999997, 'sat': 0.011, 'sod': 55.0, 'sug': 0.05}]","['8', '1', '4', '1', '1/2', '1/4', '1']","['cup', 'pound', 'ounce', 'cup', 'cup', 'cup', 'teaspoon']","[1894.4, 453.592, 113.398, 160.0, 168.5, 36.0, 5.0]",960.0,951.7173399999999
Basic Boiled Jerusalem Artichokes Recipe,"['butter, without salt']","['1.', 'Wash and gently scrub the artichokes under cook, running water.', 'If they have just come out of the refrigerator, let them till they hot to room temperature, about an hour.', '2.', 'Put just sufficient cool water to cover the artichokes in a kettle which will comfortably hold them.', 'Turn on the heat to medium-high and bring the water to a boil.', '3.', 'Throw in a small handful of salt and add in the artichokes.', 'Let the water return to biling and reduce the heat to medium.', 'Simmer, uncovered, till they are to the level of tenderness which the individual recipe requires.', 'To eath them plain or possibly in salads, they should be just tender and may take as little as 10 min ; for creamed, or possibly mashed, artichokes, they should be as soft as boiled potatoes and may take as long as half an hour.', '4.', 'Drain them well and serve hot with lots of melted butter following a recipe for mashed potatoes.']","[{'fat': 735.8169424, 'nrg': 6504.509279999999, 'pro': 7.711064, 'sat': 458.02812975999996, 'sod': 99.79024, 'sug': 0.5443104}]",['2'],['pound'],[907.184],,6504.509279999999
Chocolate Butter Cookie Dough,"['spartan, real semi-sweet chocolate baking chips, upc: 011213162966', 'candies, semisweet chocolate']","['Follow the master butter cookie recipe.', 'Add both of the melted chocolate after sugar has been creamed with butter.', 'Suggested cookies:', 'Pinwheels with butter cookie dough; classic cut-outs garnished with icing ir melted white chocolate; Linzer cookies filled with blueberry, raspberry or apricot jams; crescents coated with sugar.']","[{'fat': 7.56081165, 'nrg': 132.392165, 'pro': 1.8909116499999998, 'sat': 4.725861650000001, 'sod': 0.0, 'sug': 15.118788349999999}, {'fat': 8.50485, 'nrg': 136.0776, 'pro': 1.190679, 'sat': 5.03203625, 'sod': 3.118445, 'sug': 15.4504775}]","['1', '1']","['ounce', 'ounce']","[28.3495, 28.3495]",,268.469765
